"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.236353594E0,6.872031372E-4,-4.581354442E-4,1.527118147E-4
6.238779583E0,-5.344913807E-4,-4.581354442E-4,7.635590737E-4
6.241205573E0,7.635590737E-5,1.527118147E-4,-4.581354442E-4
6.243631562E0,7.635590737E-5,1.374406274E-3,7.635590737E-4
6.246057552E0,6.872031372E-4,1.527118147E-4,1.374406274E-3
6.248483489E0,7.635590737E-5,-4.581354442E-4,1.527118147E-4
6.250909479E0,6.872031372E-4,1.527118147E-4,-1.068982761E-3
6.253335469E0,1.908897655E-3,-4.581354442E-4,-1.068982761E-3
6.255761458E0,6.872031372E-4,1.374406274E-3,7.635590737E-4
6.258187448E0,7.635590737E-5,-1.068982761E-3,2.596100792E-3
6.260613385E0,1.298050396E-3,7.635590737E-4,7.635590737E-4
6.263039375E0,-1.145338640E-3,1.527118147E-4,7.635590737E-4
6.265465364E0,-5.344913807E-4,-4.581354442E-4,1.374406274E-3
6.267891354E0,-5.344913807E-4,1.374406274E-3,1.527118147E-4
6.270317292E0,6.872031372E-4,-4.581354442E-4,-4.581354442E-4
6.272743281E0,7.635590737E-5,-1.068982761E-3,-4.581354442E-4
6.275169271E0,-5.344913807E-4,-1.068982761E-3,-4.581354442E-4
6.277595260E0,-5.344913807E-4,-4.581354442E-4,-1.679830020E-3
6.280021250E0,7.635590737E-5,1.527118147E-4,-4.581354442E-4
6.282447239E0,7.635590737E-5,1.527118147E-4,-1.068982761E-3
6.284873177E0,6.872031372E-4,7.635590737E-4,7.635590737E-4
6.287299167E0,7.635590737E-5,1.374406274E-3,1.527118147E-4
6.289725156E0,1.908897655E-3,-4.581354442E-4,-4.581354442E-4
6.292151146E0,1.298050396E-3,7.635590737E-4,-4.581354442E-4
6.294577083E0,-5.344913807E-4,-4.581354442E-4,7.635590737E-4
6.297003073E0,-5.344913807E-4,7.635590737E-4,1.985253533E-3
6.299429062E0,6.872031372E-4,1.527118147E-4,-4.581354442E-4
6.301855052E0,6.872031372E-4,-4.581354442E-4,7.635590737E-4
6.304280989E0,-5.344913807E-4,1.374406274E-3,-4.581354442E-4
6.306706979E0,-5.344913807E-4,-4.581354442E-4,-1.068982761E-3
6.309132969E0,-5.344913807E-4,7.635590737E-4,1.374406274E-3
6.311558958E0,-1.145338640E-3,-4.581354442E-4,7.635590737E-4
6.313984948E0,-5.344913807E-4,-1.679830020E-3,1.985253533E-3
6.316410885E0,7.635590737E-5,7.635590737E-4,7.635590737E-5
6.318836875E0,1.908897655E-3,7.635590737E-4,1.298050396E-3
6.321262864E0,-1.145338640E-3,-4.581354442E-4,7.635590737E-5
6.323688854E0,-1.145338640E-3,-1.068982761E-3,1.298050396E-3
6.326114844E0,7.635590737E-5,-4.581354442E-4,-1.145338640E-3
6.328540781E0,1.298050396E-3,-1.068982761E-3,7.635590737E-5
6.330966771E0,-5.344913807E-4,1.527118147E-4,7.635590737E-5
6.333392760E0,6.872031372E-4,1.374406274E-3,7.635590737E-5
6.335818750E0,-5.344913807E-4,-1.679830020E-3,6.872031372E-4
6.338244739E0,6.872031372E-4,1.527118147E-4,-5.344913807E-4
6.340670677E0,7.635590737E-5,-4.581354442E-4,1.298050396E-3
6.343096667E0,7.635590737E-5,1.527118147E-4,-1.145338640E-3
6.345522656E0,-5.344913807E-4,-1.068982761E-3,1.298050396E-3
6.347948646E0,7.635590737E-5,1.527118147E-4,6.872031372E-4
6.350374635E0,-1.145338640E-3,-1.068982761E-3,6.872031372E-4
6.352800573E0,-5.344913807E-4,1.527118147E-4,-5.344913807E-4
6.355226562E0,6.872031372E-4,7.635590737E-4,-5.344913807E-4
6.357652552E0,6.872031372E-4,-1.679830020E-3,7.635590737E-5
6.360078542E0,7.635590737E-5,-1.068982761E-3,1.298050396E-3
6.362504531E0,-1.145338640E-3,7.635590737E-4,6.872031372E-4
6.364930469E0,7.635590737E-5,1.527118147E-4,-1.756185899E-3
6.367356458E0,-2.367033157E-3,1.527118147E-4,7.635590737E-5
6.369782448E0,-1.756185899E-3,7.635590737E-4,6.872031372E-4
6.372208437E0,-5.344913807E-4,1.527118147E-4,-5.344913807E-4
6.374634375E0,6.872031372E-4,-4.581354442E-4,-1.145338640E-3
6.377060364E0,-5.344913807E-4,7.635590737E-4,-5.344913807E-4
6.379486354E0,-1.145338640E-3,1.374406274E-3,-1.145338640E-3
6.381912344E0,7.635590737E-5,1.527118147E-4,1.298050396E-3
6.384338333E0,7.635590737E-5,7.635590737E-4,7.635590737E-5
