"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.841862000E-1,-4.606183618E-2,-1.767697781E-1,9.899705887E0
8.866315130E-1,-5.563312769E-2,-1.887338907E-1,9.892526627E0
8.890760440E-1,-5.084748194E-2,-2.198405862E-1,9.885348320E0
8.915197940E-1,-5.324030295E-2,-1.935195327E-1,9.878170013E0
8.939643250E-1,-3.649054468E-2,-1.839482337E-1,9.868598938E0
8.964097420E-1,-3.888336942E-2,-1.935195327E-1,9.856635094E0
8.988542210E-1,-3.888336942E-2,-2.030908167E-1,9.866206169E0
9.012979710E-1,-3.170489892E-2,-2.222333997E-1,9.899705887E0
9.037425020E-1,-5.084748194E-2,-2.030908167E-1,9.866206169E0
9.061879190E-1,-5.832505226E-2,-2.006980032E-1,9.861420631E0
9.086323980E-1,-4.845465720E-2,-1.935195327E-1,9.870991707E0
9.110762000E-1,-5.084748194E-2,-2.054836452E-1,9.904491425E0
9.135207310E-1,-2.931207791E-2,-2.054836452E-1,9.873384476E0
9.159660960E-1,-2.691925503E-2,-1.983051747E-1,9.870991707E0
9.184106270E-1,-3.888336942E-2,-1.911267042E-1,9.882955551E0
9.208543770E-1,-4.845465720E-2,-1.839482337E-1,9.909276962E0
9.232989080E-1,-4.127619043E-2,-1.959123611E-1,9.868598938E0
9.257443250E-1,-4.366901144E-2,-1.839482337E-1,9.880562782E0
9.281888040E-1,-3.888336942E-2,-1.671984792E-1,9.882955551E0
